draw,metric,n,spearman_rho,null_kind
231,implementation_smell_density_per_kloc,87,-0.6941905499612703,split_matched
231,"pooled (non-independent, see caveat)",260,-0.6829403264245185,split_matched
232,cyclomatic_complexity_p90,86,-0.596388440746087,split_matched
232,design_smell_density_per_kloc,87,-0.6641816889342543,split_matched
232,implementation_smell_density_per_kloc,87,-0.7343782749350708,split_matched
232,"pooled (non-independent, see caveat)",260,-0.679307099323382,split_matched
233,cyclomatic_complexity_p90,86,-0.6151407653407804,split_matched
233,design_smell_density_per_kloc,87,-0.7202121648469826,split_matched
233,implementation_smell_density_per_kloc,87,-0.7549004419738461,split_matched
233,"pooled (non-independent, see caveat)",260,-0.6928061132350897,split_matched
234,cyclomatic_complexity_p90,86,-0.667135242228407,split_matched
234,design_smell_density_per_kloc,87,-0.7876711080327361,split_matched
234,implementation_smell_density_per_kloc,87,-0.6902720189547547,split_matched
234,"pooled (non-independent, see caveat)",260,-0.7118911504430822,split_matched
235,cyclomatic_complexity_p90,86,-0.6376364476899419,split_matched
235,design_smell_density_per_kloc,87,-0.7161110402274756,split_matched
235,implementation_smell_density_per_kloc,87,-0.7470087027839796,split_matched
235,"pooled (non-independent, see caveat)",260,-0.7044924779431747,split_matched
236,cyclomatic_complexity_p90,86,-0.6663584731211201,split_matched
236,design_smell_density_per_kloc,87,-0.7404990612981427,split_matched
236,implementation_smell_density_per_kloc,87,-0.7131817560486626,split_matched
236,"pooled (non-independent, see caveat)",260,-0.7048817565433918,split_matched
237,cyclomatic_complexity_p90,86,-0.6184689699416949,split_matched
237,design_smell_density_per_kloc,87,-0.6887884366512952,split_matched
237,implementation_smell_density_per_kloc,87,-0.7624641181027021,split_matched
237,"pooled (non-independent, see caveat)",260,-0.6939977530107505,split_matched
238,cyclomatic_complexity_p90,86,-0.6147931506203123,split_matched
238,design_smell_density_per_kloc,87,-0.7040446202358602,split_matched
238,implementation_smell_density_per_kloc,87,-0.7137649792682371,split_matched
238,"pooled (non-independent, see caveat)",260,-0.6834723709424847,split_matched
239,cyclomatic_complexity_p90,86,-0.6787584320015094,split_matched
239,design_smell_density_per_kloc,87,-0.7766254123908646,split_matched
239,implementation_smell_density_per_kloc,87,-0.7023192235840889,split_matched
239,"pooled (non-independent, see caveat)",260,-0.715214863579601,split_matched
240,cyclomatic_complexity_p90,86,-0.5582244445492712,split_matched
240,design_smell_density_per_kloc,87,-0.6533911743798189,split_matched
240,implementation_smell_density_per_kloc,87,-0.6899439558937441,split_matched
240,"pooled (non-independent, see caveat)",260,-0.6367354964779429,split_matched
241,cyclomatic_complexity_p90,86,-0.6962658263675302,split_matched
241,design_smell_density_per_kloc,87,-0.7202303920675137,split_matched
241,implementation_smell_density_per_kloc,87,-0.7072589501588019,split_matched
241,"pooled (non-independent, see caveat)",260,-0.7189387700108577,split_matched
242,cyclomatic_complexity_p90,86,-0.6733619510354261,split_matched
242,design_smell_density_per_kloc,87,-0.7194283943641434,split_matched
242,implementation_smell_density_per_kloc,87,-0.7361461703194059,split_matched
242,"pooled (non-independent, see caveat)",260,-0.7225307194254921,split_matched
243,cyclomatic_complexity_p90,86,-0.5262939411664811,split_matched
243,design_smell_density_per_kloc,87,-0.6610648342234293,split_matched
243,implementation_smell_density_per_kloc,87,-0.7566331157555085,split_matched
243,"pooled (non-independent, see caveat)",260,-0.6505565858791967,split_matched
244,cyclomatic_complexity_p90,86,-0.7227175379506195,split_matched
244,design_smell_density_per_kloc,87,-0.7354136667699541,split_matched
244,implementation_smell_density_per_kloc,87,-0.7252289606779969,split_matched
244,"pooled (non-independent, see caveat)",260,-0.7381194926213245,split_matched
245,cyclomatic_complexity_p90,86,-0.6112421457818367,split_matched
245,design_smell_density_per_kloc,87,-0.7200663470827333,split_matched
245,implementation_smell_density_per_kloc,87,-0.7451314530459744,split_matched
245,"pooled (non-independent, see caveat)",260,-0.6878760557725809,split_matched
246,cyclomatic_complexity_p90,86,-0.6114460388893607,split_matched
246,design_smell_density_per_kloc,87,-0.7006179027760057,split_matched
246,implementation_smell_density_per_kloc,87,-0.7522941632113728,split_matched
246,"pooled (non-independent, see caveat)",260,-0.6930847875157208,split_matched
247,cyclomatic_complexity_p90,86,-0.6388474819329395,split_matched
247,design_smell_density_per_kloc,87,-0.7645772196197802,split_matched
247,implementation_smell_density_per_kloc,87,-0.7235339681961088,split_matched
247,"pooled (non-independent, see caveat)",260,-0.7184108030272565,split_matched
248,cyclomatic_complexity_p90,86,-0.6201824648797563,split_matched
248,design_smell_density_per_kloc,87,-0.7591819623425624,split_matched
248,implementation_smell_density_per_kloc,87,-0.7365835877340867,split_matched
248,"pooled (non-independent, see caveat)",260,-0.7058231930882014,split_matched
249,cyclomatic_complexity_p90,86,-0.6421118176500556,split_matched
249,design_smell_density_per_kloc,87,-0.6255582086287662,split_matched
249,implementation_smell_density_per_kloc,87,-0.7366747163621451,split_matched
249,"pooled (non-independent, see caveat)",260,-0.6878621764426349,split_matched
250,cyclomatic_complexity_p90,86,-0.5431250825518426,split_matched
250,design_smell_density_per_kloc,87,-0.6467929205475457,split_matched
250,implementation_smell_density_per_kloc,87,-0.7483756322048571,split_matched
250,"pooled (non-independent, see caveat)",260,-0.6634534470050897,split_matched
251,cyclomatic_complexity_p90,86,-0.589391852369002,split_matched
251,design_smell_density_per_kloc,87,-0.6621037857937043,split_matched
251,implementation_smell_density_per_kloc,87,-0.7235886453729439,split_matched
251,"pooled (non-independent, see caveat)",260,-0.6646414631989794,split_matched
252,cyclomatic_complexity_p90,86,-0.6489612619582241,split_matched
252,design_smell_density_per_kloc,87,-0.6569454823833913,split_matched
252,implementation_smell_density_per_kloc,87,-0.7468082198022509,split_matched
252,"pooled (non-independent, see caveat)",260,-0.6952513149256824,split_matched
253,cyclomatic_complexity_p90,86,-0.6549238636149216,split_matched
253,design_smell_density_per_kloc,87,-0.6616481052804258,split_matched
253,implementation_smell_density_per_kloc,87,-0.7808174237936849,split_matched
253,"pooled (non-independent, see caveat)",260,-0.7195883591462433,split_matched
254,cyclomatic_complexity_p90,86,-0.6689781400658534,split_matched
254,design_smell_density_per_kloc,87,-0.7328983103366568,split_matched
254,implementation_smell_density_per_kloc,87,-0.7849546635075408,split_matched
254,"pooled (non-independent, see caveat)",260,-0.7464861336614264,split_matched
255,cyclomatic_complexity_p90,86,-0.7051719908674076,split_matched
255,design_smell_density_per_kloc,87,-0.7190273955124584,split_matched
255,implementation_smell_density_per_kloc,87,-0.7803435549277805,split_matched
255,"pooled (non-independent, see caveat)",260,-0.755937776627693,split_matched
256,cyclomatic_complexity_p90,86,-0.5718962573000104,split_matched
256,design_smell_density_per_kloc,87,-0.6483240070721616,split_matched
256,implementation_smell_density_per_kloc,87,-0.8092313300223265,split_matched
256,"pooled (non-independent, see caveat)",260,-0.6733445944561958,split_matched
257,cyclomatic_complexity_p90,86,-0.6711134592524105,split_matched
257,design_smell_density_per_kloc,87,-0.7239851994969287,split_matched
257,implementation_smell_density_per_kloc,87,-0.6647013259215382,split_matched
257,"pooled (non-independent, see caveat)",260,-0.6951980590273357,split_matched
258,cyclomatic_complexity_p90,86,-0.5876103856894861,split_matched
258,design_smell_density_per_kloc,87,-0.7293622295536153,split_matched
258,implementation_smell_density_per_kloc,87,-0.7436187178202033,split_matched
258,"pooled (non-independent, see caveat)",260,-0.6832671560067743,split_matched
259,cyclomatic_complexity_p90,86,-0.6695284638753137,split_matched
259,design_smell_density_per_kloc,87,-0.5863514572662815,split_matched
259,implementation_smell_density_per_kloc,87,-0.7407937303503895,split_matched
259,"pooled (non-independent, see caveat)",260,-0.6956937485427171,split_matched
260,cyclomatic_complexity_p90,86,-0.6625658056116384,split_matched
260,design_smell_density_per_kloc,87,-0.7840074367059766,split_matched
260,implementation_smell_density_per_kloc,87,-0.7871599763065567,split_matched
260,"pooled (non-independent, see caveat)",260,-0.7335641544106979,split_matched
261,cyclomatic_complexity_p90,86,-0.6319910936674465,split_matched
261,design_smell_density_per_kloc,87,-0.7172229006798753,split_matched
261,implementation_smell_density_per_kloc,87,-0.661238438055315,split_matched
261,"pooled (non-independent, see caveat)",260,-0.670284327972597,split_matched
262,cyclomatic_complexity_p90,86,-0.715398984848199,split_matched
262,design_smell_density_per_kloc,87,-0.6849242658986932,split_matched
262,implementation_smell_density_per_kloc,87,-0.8011409460940677,split_matched
262,"pooled (non-independent, see caveat)",260,-0.7514495641839627,split_matched
263,cyclomatic_complexity_p90,86,-0.6749816027322301,split_matched
263,design_smell_density_per_kloc,87,-0.6555237591819624,split_matched
263,implementation_smell_density_per_kloc,87,-0.7480111176926231,split_matched
263,"pooled (non-independent, see caveat)",260,-0.7119547118456045,split_matched
264,cyclomatic_complexity_p90,86,-0.6826016812431008,split_matched
264,design_smell_density_per_kloc,87,-0.6849424931192244,split_matched
264,implementation_smell_density_per_kloc,87,-0.6689479199890646,split_matched
264,"pooled (non-independent, see caveat)",260,-0.6982465148099243,split_matched
265,cyclomatic_complexity_p90,86,-0.7183802856765478,split_matched
265,design_smell_density_per_kloc,87,-0.7642126752091574,split_matched
265,implementation_smell_density_per_kloc,87,-0.7973663826491092,split_matched
265,"pooled (non-independent, see caveat)",260,-0.7663936846697776,split_matched
266,cyclomatic_complexity_p90,86,-0.6085931013661409,split_matched
266,design_smell_density_per_kloc,87,-0.7172229006798753,split_matched
266,implementation_smell_density_per_kloc,87,-0.7638492732491913,split_matched
266,"pooled (non-independent, see caveat)",260,-0.7025314662348838,split_matched
267,cyclomatic_complexity_p90,86,-0.628846915863162,split_matched
267,design_smell_density_per_kloc,87,-0.7030421231066475,split_matched
267,implementation_smell_density_per_kloc,87,-0.7628846250946263,split_matched
267,"pooled (non-independent, see caveat)",260,-0.7032331231132575,split_matched
268,cyclomatic_complexity_p90,86,-0.6173934373643791,split_matched
268,design_smell_density_per_kloc,87,-0.6951497366166633,split_matched
268,implementation_smell_density_per_kloc,87,-0.7777372761653073,split_matched
268,"pooled (non-independent, see caveat)",260,-0.701672064516107,split_matched
269,cyclomatic_complexity_p90,86,-0.6413038350865607,split_matched
269,design_smell_density_per_kloc,87,-0.7073072927109345,split_matched
269,implementation_smell_density_per_kloc,87,-0.7917528591607054,split_matched
269,"pooled (non-independent, see caveat)",260,-0.7270929731597193,split_matched
270,cyclomatic_complexity_p90,86,-0.6024529458936743,split_matched
270,design_smell_density_per_kloc,87,-0.6317736908298853,split_matched
270,implementation_smell_density_per_kloc,87,-0.768369253200893,split_matched
270,"pooled (non-independent, see caveat)",260,-0.6855329035993466,split_matched
271,cyclomatic_complexity_p90,86,-0.7066842775602623,split_matched
271,design_smell_density_per_kloc,87,-0.6868016696134006,split_matched
271,implementation_smell_density_per_kloc,87,-0.7318995762518796,split_matched
271,"pooled (non-independent, see caveat)",260,-0.7220514165039974,split_matched
272,cyclomatic_complexity_p90,86,-0.5942827491862823,split_matched
272,design_smell_density_per_kloc,87,-0.7651604906767767,split_matched
272,implementation_smell_density_per_kloc,87,-0.6893607326741695,split_matched
272,"pooled (non-independent, see caveat)",260,-0.6804264840126533,split_matched
273,cyclomatic_complexity_p90,86,-0.5827688359718475,split_matched
273,design_smell_density_per_kloc,87,-0.7475529956436942,split_matched
273,implementation_smell_density_per_kloc,87,-0.6859160705335581,split_matched
273,"pooled (non-independent, see caveat)",260,-0.678037369936977,split_matched
274,cyclomatic_complexity_p90,86,-0.6526751766626099,split_matched
274,design_smell_density_per_kloc,87,-0.6536099010261925,split_matched
274,implementation_smell_density_per_kloc,87,-0.7734360049209459,split_matched
274,"pooled (non-independent, see caveat)",260,-0.7076031696829088,split_matched
275,cyclomatic_complexity_p90,86,-0.604917305859821,split_matched
275,design_smell_density_per_kloc,87,-0.6544665803911561,split_matched
275,implementation_smell_density_per_kloc,87,-0.7580534925046704,split_matched
275,"pooled (non-independent, see caveat)",260,-0.6793993825044757,split_matched
276,cyclomatic_complexity_p90,86,-0.6907938185180293,split_matched
276,design_smell_density_per_kloc,87,-0.75371379618322,split_matched
276,implementation_smell_density_per_kloc,87,-0.7607873513464255,split_matched
276,"pooled (non-independent, see caveat)",260,-0.7336228724524648,split_matched
277,cyclomatic_complexity_p90,86,-0.6033162723844754,split_matched
277,design_smell_density_per_kloc,87,-0.6662595920748045,split_matched
277,implementation_smell_density_per_kloc,87,-0.8301909144757826,split_matched
277,"pooled (non-independent, see caveat)",260,-0.7247097082650742,split_matched
278,cyclomatic_complexity_p90,86,-0.5626774847870183,split_matched
278,design_smell_density_per_kloc,87,-0.7042998013232963,split_matched
278,implementation_smell_density_per_kloc,87,-0.7340319861484486,split_matched
278,"pooled (non-independent, see caveat)",260,-0.6690570363648902,split_matched
279,cyclomatic_complexity_p90,86,-0.6379658458345127,split_matched
279,design_smell_density_per_kloc,87,-0.7251517416109218,split_matched
279,implementation_smell_density_per_kloc,87,-0.7151865858659497,split_matched
279,"pooled (non-independent, see caveat)",260,-0.6985152166988876,split_matched
280,cyclomatic_complexity_p90,86,-0.6278845972413534,split_matched
280,design_smell_density_per_kloc,87,-0.7216521152689426,split_matched
280,implementation_smell_density_per_kloc,87,-0.7669111951519569,split_matched
280,"pooled (non-independent, see caveat)",260,-0.7024825100460766,split_matched
281,cyclomatic_complexity_p90,86,-0.6675692249634416,split_matched
281,design_smell_density_per_kloc,87,-0.7389679747735268,split_matched
281,implementation_smell_density_per_kloc,87,-0.7294391032943,split_matched
281,"pooled (non-independent, see caveat)",260,-0.7132742181583228,split_matched
282,cyclomatic_complexity_p90,86,-0.6654338924844801,split_matched
282,design_smell_density_per_kloc,87,-0.6783077848458888,split_matched
282,implementation_smell_density_per_kloc,87,-0.781291292659589,split_matched
282,"pooled (non-independent, see caveat)",260,-0.7088779972231828,split_matched
283,cyclomatic_complexity_p90,86,-0.6555810289358731,split_matched
283,design_smell_density_per_kloc,87,-0.7257896943295117,split_matched
283,implementation_smell_density_per_kloc,87,-0.8004647560030983,split_matched
283,"pooled (non-independent, see caveat)",260,-0.7328382808990145,split_matched
284,cyclomatic_complexity_p90,86,-0.6336962469573749,split_matched
284,design_smell_density_per_kloc,87,-0.6832291343892969,split_matched
284,implementation_smell_density_per_kloc,87,-0.6913108853146216,split_matched
284,"pooled (non-independent, see caveat)",260,-0.674052736311954,split_matched
285,cyclomatic_complexity_p90,86,-0.6739091466578612,split_matched
285,design_smell_density_per_kloc,87,-0.6915954286130909,split_matched
285,implementation_smell_density_per_kloc,87,-0.7573062377545907,split_matched
285,"pooled (non-independent, see caveat)",260,-0.7153220581076275,split_matched
286,cyclomatic_complexity_p90,86,-0.6671509708096685,split_matched
286,design_smell_density_per_kloc,87,-0.75706760476095,split_matched
286,implementation_smell_density_per_kloc,87,-0.7466624139973572,split_matched
286,"pooled (non-independent, see caveat)",260,-0.7214798448614715,split_matched
287,cyclomatic_complexity_p90,86,-0.6087288783221534,split_matched
287,design_smell_density_per_kloc,87,-0.7707380201593059,split_matched
287,implementation_smell_density_per_kloc,87,-0.7479382147901764,split_matched
287,"pooled (non-independent, see caveat)",260,-0.6939539513841759,split_matched
288,cyclomatic_complexity_p90,86,-0.7304538978989179,split_matched
288,design_smell_density_per_kloc,87,-0.721305798078851,split_matched
288,implementation_smell_density_per_kloc,87,-0.7560304369617715,split_matched
288,"pooled (non-independent, see caveat)",260,-0.7519777663338338,split_matched
289,cyclomatic_complexity_p90,86,-0.686032908144011,split_matched
289,design_smell_density_per_kloc,87,-0.7860671126259957,split_matched
289,implementation_smell_density_per_kloc,87,-0.7253383150316671,split_matched
289,"pooled (non-independent, see caveat)",260,-0.7295964053609608,split_matched
290,cyclomatic_complexity_p90,86,-0.5835990716455649,split_matched
290,design_smell_density_per_kloc,87,-0.632502779651131,split_matched
290,implementation_smell_density_per_kloc,87,-0.7736364879026746,split_matched
290,"pooled (non-independent, see caveat)",260,-0.6786061156206036,split_matched
291,cyclomatic_complexity_p90,86,-0.6804377564979479,split_matched
291,design_smell_density_per_kloc,87,-0.6236990321345898,split_matched
291,implementation_smell_density_per_kloc,87,-0.7121975668656308,split_matched
291,"pooled (non-independent, see caveat)",260,-0.6941815219847784,split_matched
292,cyclomatic_complexity_p90,86,-0.5572998726355017,split_matched
292,design_smell_density_per_kloc,87,-0.707380201593059,split_matched
292,implementation_smell_density_per_kloc,87,-0.7333029571239805,split_matched
292,"pooled (non-independent, see caveat)",260,-0.66797826340768,split_matched
293,cyclomatic_complexity_p90,86,-0.6471875766552824,split_matched
293,design_smell_density_per_kloc,87,-0.7459307730164227,split_matched
293,implementation_smell_density_per_kloc,87,-0.7443112953934479,split_matched
293,"pooled (non-independent, see caveat)",260,-0.7167680633936365,split_matched
294,cyclomatic_complexity_p90,86,-0.6057929993395603,split_matched
294,design_smell_density_per_kloc,87,-0.593405391611833,split_matched
294,implementation_smell_density_per_kloc,87,-0.7705381145486855,split_matched
294,"pooled (non-independent, see caveat)",260,-0.6650159529590067,split_matched
295,cyclomatic_complexity_p90,86,-0.7055465926995179,split_matched
295,design_smell_density_per_kloc,87,-0.722217159105408,split_matched
295,implementation_smell_density_per_kloc,87,-0.7274160477514011,split_matched
295,"pooled (non-independent, see caveat)",260,-0.7259566606082373,split_matched
296,cyclomatic_complexity_p90,86,-0.6181859350529275,split_matched
296,design_smell_density_per_kloc,87,-0.7476259045258189,split_matched
296,implementation_smell_density_per_kloc,87,-0.6837472091857657,split_matched
296,"pooled (non-independent, see caveat)",260,-0.6716173031144801,split_matched
297,cyclomatic_complexity_p90,86,-0.6792867588093778,split_matched
297,design_smell_density_per_kloc,87,-0.6803674607659078,split_matched
297,implementation_smell_density_per_kloc,87,-0.7804893607326743,split_matched
297,"pooled (non-independent, see caveat)",260,-0.7180353769253197,split_matched
298,cyclomatic_complexity_p90,86,-0.6238277638356888,split_matched
298,design_smell_density_per_kloc,87,-0.6720011665421141,split_matched
298,implementation_smell_density_per_kloc,87,-0.7970200938624868,split_matched
298,"pooled (non-independent, see caveat)",260,-0.7061196147959906,split_matched
299,cyclomatic_complexity_p90,86,-0.7070183880067552,split_matched
299,design_smell_density_per_kloc,87,-0.7232378834551518,split_matched
299,implementation_smell_density_per_kloc,87,-0.7589830045108671,split_matched
299,"pooled (non-independent, see caveat)",260,-0.7311650473386233,split_matched
